Washington,Whitman,5,0,50104
West Virginia,Jackson,5,0,28576
Wisconsin,Brown,5,0,264542
Wisconsin,Douglas,5,0,43150
Wisconsin,Walworth,5,0,103868
Wyoming,Sheridan,5,0,30485
Alabama,Blount,4,0,57826
Alabama,Etowah,4,0,102268
Alabama,Marshall,4,0,96774
Alabama,Talladega,4,0,79978
Alabama,Tallapoosa,4,0,40367
Arizona,Graham,4,0,38837
Arizona,Mohave,4,0,212181
Arizona,Yuma,4,0,213787
Arkansas,Bradley,4,0,10763
Arkansas,Cleveland,4,0,7956
Arkansas,Craighead,4,0,110332
Arkansas,Lonoke,4,0,73309
Arkansas,Saline,4,0,122437
Arkansas,Stone,4,0,12506
California,Merced,4,0,277680
California,Shasta,3,1,180080
Colorado,Morgan,4,0,29068
Georgia,Bryan,4,0,39627
Georgia,Colquitt,4,0,45600
Georgia,Crisp,4,0,22372
Georgia,Effingham,4,0,64296
Georgia,Lumpkin,4,0,33610
Idaho,Nez Perce,4,0,40408
Illinois,DeKalb,4,0,104897
Illinois,Rock Island,4,0,141879
Indiana,Harrison,4,0,40515
Indiana,Jackson,4,0,44231
Indiana,Marshall,4,0,46258
Indiana,Owen,4,0,20799
Indiana,Washington,4,0,28036
Kansas,Linn,4,0,9703
Louisiana,Beauregard,4,0,37497
Louisiana,Evangeline,4,0,33395
Louisiana,Iberia,4,0,69830
Louisiana,Union,4,0,22108
Maine,Sagadahoc,4,0,35856
Maryland,St. Mary's,4,0,113510
Michigan,Bay,4,0,103126
Michigan,Charlevoix,4,0,26143
Michigan,Isabella,4,0,69872
Michigan,Kalkaska,4,0,18038
Michigan,Lapeer,4,0,87607
Minnesota,Clay,4,0,64222
Minnesota,Wabasha,4,0,21627
Minnesota,Winona,4,0,50484
Mississippi,Choctaw,4,0,8210
Mississippi,Lamar,4,0,63343
Mississippi,Leake,4,0,22786
Mississippi,Montgomery,4,0,9775
Mississippi,Panola,4,0,34192
Mississippi,Pontotoc,4,0,32174
Mississippi,Walthall,4,0,14286
Mississippi,Webster,3,1,9689
Mississippi,Yazoo,4,0,29690
Missouri,Franklin,4,0,103967
Missouri,Lafayette,4,0,32708
Missouri,Pulaski,4,0,52607
Missouri,St. Francois,4,0,67215
Nevada,Carson City,4,0,55916
New Mexico,Chaves,4,0,64615
New York,Chenango,4,0,47207
New York,Cortland,4,0,47581
New York,Essex,4,0,36885
New York,Oswego,4,0,117124
North Carolina,Davidson,4,0,167609
North Carolina,Onslow,4,0,197938
North Carolina,Watauga,4,0,56177
North Dakota,Ward,4,0,67641
Ohio,Coshocton,4,0,36600
Ohio,Erie,3,1,74266
Ohio,Richland,4,0,121154
Oregon,Douglas,4,0,110980
Oregon,Josephine,4,0,87487
Pennsylvania,Greene,4,0,36233
Pennsylvania,Lawrence,4,0,85512
Pennsylvania,Mercer,4,0,109424
Pennsylvania,Montour,4,0,18230
South Carolina,Chesterfield,4,0,45650
South Carolina,Fairfield,4,0,22347
Tennessee,Anderson,4,0,76978
Tennessee,Campbell,4,0,39842
Tennessee,Carroll,4,0,27767
Texas,Midland,4,0,176832
Vermont,Orleans,4,0,27037
Virginia,Danville city,4,0,40044
Virginia,Fauquier,4,0,71222
Virginia,Frederick,4,0,89313
Virginia,Mecklenburg,4,0,30587
Virginia,Rockingham,4,0,81948
West Virginia,Berkeley,4,0,119171
West Virginia,Harrison,4,0,67256
West Virginia,Jefferson,4,0,57146
Wisconsin,Outagamie,4,0,187885
Wisconsin,Pierce,4,0,42754
Wisconsin,St. Croix,4,0,90687
Wyoming,Johnson,4,0,8445
Alabama,Calhoun,3,0,113605
Alabama,Cleburne,3,0,14910
Alabama,Franklin,3,0,31362
Alabama,Houston,3,0,105882
Alaska,Juneau City and Borough,3,0,31974
Arkansas,Grant,3,0,18265
Arkansas,Greene,3,0,45325
Arkansas,Independence,3,0,37825
Arkansas,Lawrence,3,0,16406
Arkansas,Poinsett,3,0,23528
Arkansas,Pope,3,0,64072
Arkansas,Sebastian,3,0,127827
California,Calaveras,3,0,45905
California,Siskiyou,3,0,43539
California,Yuba,3,0,78668
Colorado,Clear Creek,3,0,9700
Colorado,Elbert,3,0,26729
Colorado,Logan,3,0,22409
Connecticut,Windham,3,0,116782
Florida,Bay,3,0,174705
Florida,Columbia,3,0,71686
Georgia,Burke,3,0,22383
Georgia,Butts,3,0,24936
Georgia,Coffee,3,0,43273
Georgia,Irwin,3,0,9416
Georgia,Lamar,3,0,19077
Georgia,Lincoln,3,0,7921
Georgia,Madison,3,0,29880
Georgia,Meriwether,3,0,21167
Georgia,Monroe,3,0,27578
Georgia,Randolph,3,0,6778
Georgia,Thomas,3,0,44451
Illinois,LaSalle,3,0,108669
Illinois,Monroe,3,0,34637
Illinois,Woodford,3,0,38459
Indiana,Fayette,3,0,23102
Indiana,Gibson,3,0,33659
Indiana,Montgomery,3,0,38338
Indiana,Putnam,2,1,37576
Indiana,Rush,3,0,16581
Indiana,Warrick,3,0,62998
Iowa,Benton,3,0,25645
Iowa,Cerro Gordo,3,0,42450
Iowa,Hancock,3,0,10630
Iowa,Pottawattamie,3,0,93206
Iowa,Woodbury,3,0,103107
Kansas,Bourbon,3,0,14534
Kansas,Butler,3,0,66911
Kansas,Crawford,3,0,38818
Kansas,Lyon,3,0,33195
Kentucky,Boone,3,0,133581
Kentucky,Bourbon,2,1,19788
Kentucky,Franklin,3,0,50991
Kentucky,Oldham,3,0,66799
Kentucky,Scott,3,0,57004
Kentucky,Woodford,3,0,26734
Louisiana,Claiborne,3,0,15670
Louisiana,Jackson,3,0,15744
Maryland,Garrett,3,0,29014
Michigan,Emmet,3,0,33415
Michigan,Grand Traverse,3,0,93088
Michigan,Montcalm,3,0,63888
Michigan,Tuscola,2,1,52245
Michigan,Van Buren,3,0,75677
Minnesota,Fillmore,3,0,21067
Minnesota,Nicollet,3,0,34274
Minnesota,Sherburne,3,0,97238
Minnesota,Waseca,3,0,18612
Mississippi,Calhoun,3,0,14361
Mississippi,Itawamba,3,0,23390
Mississippi,Monroe,3,0,35252
Mississippi,Quitman,3,0,6792
Mississippi,Union,3,0,28815
Mississippi,Winston,3,0,17955
Mississippi,Yalobusha,3,0,12108
Missouri,Callaway,3,0,44743
Missouri,Christian,3,0,88595
Missouri,Dunklin,3,0,29131
Missouri,Montgomery,3,0,11551
Missouri,Newton,3,0,58236
Nebraska,Hall,2,1,61353
Nebraska,Lancaster,3,0,319090
Nebraska,Lincoln,3,0,34914
Nevada,Douglas,3,0,48905
New Jersey,Salem,3,0,62385
New Mexico,Eddy,2,1,58460
New Mexico,Rio Arriba,3,0,38921
New York,Jefferson,3,0,109834
New York,Livingston,3,0,62914
New York,Orleans,3,0,40352
New York,Schoharie,3,0,30999
New York,St. Lawrence,3,0,107740
North Carolina,Beaufort,3,0,46994
North Carolina,Bertie,3,0,18947
North Carolina,Caldwell,3,0,82178
North Carolina,Cherokee,3,0,28612
North Carolina,Craven,3,0,102139
North Carolina,Granville,3,0,60443
North Carolina,Greene,3,0,21069
North Carolina,Lenoir,3,0,55949
North Carolina,McDowell,3,0,45756
North Carolina,Montgomery,3,0,27173
North Carolina,Northampton,3,0,19483
North Carolina,Wayne,3,0,123131
North Dakota,Ramsey,3,0,11519
Ohio,Ashland,3,0,53484
Ohio,Carroll,3,0,26914
Ohio,Greene,3,0,168937
Ohio,Huron,3,0,58266
Ohio,Madison,3,0,44731
Ohio,Tuscarawas,3,0,91987
Ohio,Union,3,0,58988
Ohio,Wayne,3,0,115710
Oklahoma,Adair,3,0,22194
Oklahoma,Custer,3,0,29003
Oklahoma,Lincoln,3,0,34877
Oklahoma,Logan,3,0,48011
Oklahoma,Noble,3,0,11131
Oregon,Umatilla,3,0,77950
Pennsylvania,Columbia,3,0,64964
South Carolina,Abbeville,3,0,24527
South Carolina,Georgetown,3,0,62680
South Carolina,Jasper,3,0,30073
South Carolina,Oconee,3,0,79546
South Dakota,Davison,2,1,19775
South Dakota,Pennington,3,0,113775
Tennessee,DeKalb,3,0,20490
Tennessee,Dyer,3,0,37159
Tennessee,Fayette,3,0,41133
Tennessee,Franklin,3,0,42208
Tennessee,Madison,3,0,97984
Tennessee,McMinn,3,0,53794
Texas,Brown,3,0,37864
Texas,DeWitt,3,0,20160
Texas,Gregg,3,0,123945
Texas,Johnson,3,0,175817
Texas,Kendall,3,0,47431
Texas,Medina,3,0,51584
Texas,Randall,3,0,137713
Texas,Rockwall,3,0,104915
Texas,Victoria,3,0,92084
Texas,Wharton,3,0,41556
Vermont,Orange,3,0,28892
Virginia,Fluvanna,3,0,27270
Virginia,Gloucester,3,0,37348
Virginia,Goochland,3,0,23753
Virginia,Manassas city,3,0,41085
Virginia,Portsmouth city,3,0,94398
Virginia,Shenandoah,3,0,43616
Virginia,Spotsylvania,3,0,136215
Washington,Adams,3,0,19983
Washington,San Juan,3,0,17582
Washington,Stevens,3,0,45723
Washington,Walla Walla,3,0,60760
West Virginia,Marshall,3,0,30531
Wisconsin,Chippewa,3,0,64658
Wisconsin,Green,3,0,36960
Wisconsin,Iowa,3,0,23678
Wyoming,Carbon,3,0,14800
Alabama,Bullock,2,0,10101
Alabama,Coosa,2,0,10663
Alabama,Dallas,2,0,37196
Alabama,Lawrence,2,0,32924
Alabama,Marengo,2,0,18863
Alabama,Pike,2,0,33114
Alabama,Washington,2,0,16326
Alabama,Wilcox,2,0,10373
Alabama,Winston,2,0,23629
Alaska,Matanuska-Susitna Borough,2,0,108317
Arizona,Cochise,2,0,125922
Arizona,La Paz,2,0,21108
Arizona,Santa Cruz,2,0,46498
Arkansas,Conway,2,0,20846
Arkansas,Desha,2,0,11361
Arkansas,Hot Spring,2,0,33771
Arkansas,Pike,2,0,10718
Arkansas,Polk,2,0,19964
Arkansas,Randolph,2,0,17958
Arkansas,Searcy,2,0,7881
Arkansas,Union,2,0,38682
California,Inyo,2,0,18039
California,Mendocino,2,0,86749
California,Sutter,2,0,96971
Colorado,Crowley,1,1,6061
Colorado,Delta,2,0,31162
Colorado,Grand,2,0,15734
Colorado,Kit Carson,2,0,7097
Colorado,Otero,2,0,18278
Colorado,Rio Grande,2,0,11267
Colorado,Yuma,2,0,10019
Georgia,Baker,1,1,3038
Georgia,Baldwin,2,0,44890
Georgia,Ben Hill,2,0,16700
Georgia,Calhoun,2,0,6189
Georgia,Camden,2,0,54666
Georgia,Dawson,2,0,26108
Georgia,Decatur,2,0,26404
Georgia,Fannin,2,0,26188
Georgia,Heard,1,1,11923
Georgia,Jackson,2,0,72977
Georgia,Jasper,2,0,14219
Georgia,Jones,2,0,28735
Georgia,Miller,2,0,5718
Georgia,Seminole,2,0,8090
Georgia,Tattnall,2,0,25286
Georgia,Turner,2,0,7985
Georgia,Twiggs,2,0,8120
Georgia,Upson,2,0,26320
Georgia,Ware,2,0,35734
Georgia,Washington,2,0,20374
Idaho,Bannock,2,0,87808
Idaho,Jefferson,2,0,29871
Idaho,Madison,2,0,39907
Idaho,Teton,2,0,12142
Illinois,Grundy,2,0,51054
Illinois,Livingston,2,0,35648
Illinois,Stephenson,2,0,44498
Illinois,Tazewell,2,0,131803
Illinois,Whiteside,2,0,55175
Indiana,Brown,2,0,15092
Indiana,LaGrange,2,0,39614
Indiana,LaPorte,2,0,109888
Indiana,Scott,1,1,23873
Indiana,Tipton,2,0,15148
Iowa,Henry,2,0,19954
Iowa,Jasper,2,0,37185
Iowa,Mahaska,2,0,22095
Iowa,Monona,2,0,8615
Iowa,Page,2,0,15107
Iowa,Sioux,2,0,34855
Iowa,Story,2,0,97117
Iowa,Winneshiek,2,0,19991
Kansas,Cherokee,2,0,19939
Kansas,Franklin,2,0,25544
Kansas,Mitchell,2,0,5979
Kansas,Morris,2,0,5620
Kansas,Riley,2,0,74232
Kentucky,Anderson,1,1,22747
Kentucky,Breathitt,2,0,12630
Kentucky,Bullitt,2,0,81676
Kentucky,Calloway,2,0,39001
Kentucky,Campbell,2,0,93584
Kentucky,Grayson,2,0,26427
Kentucky,Henderson,2,0,45210
Kentucky,Hopkins,1,1,44686
Kentucky,Logan,2,0,27102
Kentucky,McCracken,2,0,65418
Kentucky,Menifee,2,0,6489
Kentucky,Montgomery,2,0,28157
Kentucky,Muhlenberg,2,0,30622
Kentucky,Nelson,2,0,46233
Kentucky,Simpson,2,0,18572
Louisiana,Bienville,1,1,13241
Louisiana,Catahoula,1,1,9494
Louisiana,Morehouse,2,0,24874
Louisiana,Natchitoches,2,0,38158
Louisiana,Richland,2,0,20122
Louisiana,Vermilion,2,0,59511
Louisiana,Vernon,2,0,47429
Maine,Knox,2,0,39772
Maine,Waldo,2,0,39715
Maryland,Kent,2,0,19422
Maryland,Worcester,2,0,52276
Massachusetts,Nantucket,2,0,11399
Michigan,Gladwin,2,0,25449
Michigan,Gogebic,1,1,13975
Michigan,Ionia,2,0,64697
Michigan,Mecosta,1,1,43453
Michigan,Missaukee,1,1,15118
Michigan,Sanilac,2,0,41170
Michigan,Shiawassee,2,0,68122
Minnesota,Chisago,2,0,56579
Minnesota,Goodhue,2,0,46340
Minnesota,Rice,2,0,66972
Mississippi,Benton,2,0,8259
Mississippi,Clay,2,0,19316
Mississippi,Franklin,2,0,7713
Mississippi,Grenada,2,0,20758
Mississippi,Perry,2,0,11973
Mississippi,Tallahatchie,2,0,13809
Missouri,Buchanan,2,0,87364
Missouri,Jasper,2,0,121328
Missouri,Lincoln,2,0,59013
Missouri,Moniteau,2,0,16132
Montana,Broadwater,2,0,6237
Montana,Madison,2,0,8600
Montana,Toole,2,0,4736
Nebraska,Buffalo,2,0,49659
Nebraska,Cass,2,0,26248
Nebraska,Knox,2,0,8332
Nebraska,Saunders,2,0,21578
Nevada,Elko,2,0,52778
New Hampshire,Cheshire,2,0,76085
New Hampshire,Sullivan,2,0,43146
New Mexico,Cibola,2,0,26675
New Mexico,Lea,2,0,71070
New Mexico,Socorro,2,0,16637
New York,Allegany,2,0,46091
New York,Cayuga,2,0,76576
New York,Franklin,2,0,50022
New York,Hamilton,2,0,4416
New York,Tioga,2,0,48203
North Carolina,Burke,2,0,90485
North Carolina,Cleveland,2,0,97947
North Carolina,Davie,2,0,42846
North Carolina,Hertford,2,0,23677
North Carolina,Hoke,2,0,55234
North Carolina,Lee,2,0,61779
North Carolina,Moore,2,0,100880
North Carolina,Nash,2,0,94298
North Carolina,Robeson,2,0,130625
North Carolina,Stanly,2,0,62806
North Carolina,Transylvania,2,0,34385
North Carolina,Vance,2,0,44535
North Dakota,Pierce,2,0,3975
Ohio,Champaign,2,0,38885
Ohio,Clark,2,0,134083
Ohio,Clinton,2,0,41968
Ohio,Fulton,2,0,42126
Ohio,Gallia,1,1,29898
Ohio,Hancock,2,0,75783
Ohio,Knox,2,0,62322
Ohio,Logan,2,0,45672
Ohio,Mercer,2,0,41172
Ohio,Muskingum,2,0,86215
Ohio,Pickaway,2,0,58457
Ohio,Washington,2,0,59911
Oklahoma,Delaware,2,0,43009
Oklahoma,Garvin,2,0,27711
Oklahoma,Grady,2,0,55834
Oklahoma,Mayes,2,0,41100
Oklahoma,McClain,2,0,40474
Oklahoma,Okmulgee,2,0,38465
Oklahoma,Pittsburg,2,0,43654
Oklahoma,Pontotoc,2,0,38284
Oklahoma,Pottawatomie,2,0,72592
Oregon,Clatsop,2,0,40224
Oregon,Klamath,2,0,68238
Oregon,Wasco,2,0,26682
Pennsylvania,Bradford,2,0,60323
Pennsylvania,Carbon,2,0,64182
Pennsylvania,Clearfield,2,0,79255
Pennsylvania,Indiana,2,0,84073
Pennsylvania,Lycoming,2,0,113299
Pennsylvania,Somerset,2,0,73447
South Carolina,Colleton,2,0,37677
South Carolina,Greenwood,2,0,70811
South Carolina,Lee,2,0,16828
South Dakota,Brown,2,0,38839
South Dakota,Lawrence,2,0,25844
South Dakota,Lincoln,2,0,61128
South Dakota,McCook,2,0,5586
Tennessee,Benton,2,0,16160
Tennessee,Cannon,2,0,14678
Tennessee,Chester,2,0,17297
Tennessee,Claiborne,2,0,31959
Tennessee,Gibson,2,0,49133
Tennessee,Hamblen,2,0,64934
Tennessee,Hawkins,2,0,56786
Tennessee,Houston,2,0,8201
Tennessee,Lewis,2,0,12268
Tennessee,Marion,2,0,28907
Tennessee,Monroe,2,0,46545
Tennessee,Perry,2,0,8076
Tennessee,Scott,2,0,22068
Texas,Angelina,2,0,86715
Texas,Atascosa,2,0,51153
Texas,Bastrop,2,0,88723
Texas,Bowie,2,0,93245
Texas,Calhoun,2,0,21290
Texas,Chambers,2,0,43837
Texas,Deaf Smith,2,0,18546
Texas,Eastland,2,0,18360
Texas,Grayson,2,0,136212
Texas,Grimes,2,0,28880
Texas,Hardin,2,0,57602
Texas,Hood,2,0,61643
Texas,Kaufman,2,0,136154
Texas,Liberty,2,0,88219
Texas,Llano,2,0,21795
Texas,Milam,2,0,24823
Texas,Parker,2,0,142878
Texas,Potter,2,0,117415
Texas,Rusk,2,0,54406
Texas,Starr,2,0,64633
Texas,Tom Green,2,0,119200
Texas,Val Verde,2,0,49025
Texas,Walker,2,0,72971
Utah,Box Elder,2,0,56046
Utah,Iron,2,0,54839
Utah,Morgan,2,0,12124
Vermont,Caledonia,2,0,29993
Virginia,Accomack,2,0,32316
Virginia,Bedford,2,0,78997
Virginia,Culpeper,2,0,52605
Virginia,Hanover,2,0,107766
Virginia,Isle of Wight,2,0,37109
Virginia,Lee,2,0,23423
Virginia,Lynchburg city,2,0,82168
Virginia,Madison,2,0,13261
Virginia,Prince Edward,2,0,22802
Virginia,Prince George,2,0,38353
Virginia,Warren,2,0,40164
Washington,Mason,2,0,66768
West Virginia,Marion,2,0,56072
West Virginia,Mercer,2,0,58758
West Virginia,Putnam,2,0,56450
West Virginia,Raleigh,2,0,73361
West Virginia,Tucker,2,0,6839
West Virginia,Wood,2,0,83518
Wisconsin,Bayfield,2,0,15036
Wisconsin,Clark,2,0,34774
Wisconsin,Dunn,2,0,45368
Wisconsin,Iron,1,1,5687
Wisconsin,Juneau,2,0,26687
Wisconsin,Richland,2,0,17252
Wisconsin,Vilas,2,0,22195
Wisconsin,Wood,2,0,72999
Alabama,Butler,1,0,19448
Alabama,Cherokee,1,0,26196
Alabama,Choctaw,1,0,12589
Alabama,Clay,1,0,13235
Alabama,Colbert,1,0,55241
Alabama,Covington,1,0,37049
Alabama,Crenshaw,1,0,13772
Alabama,DeKalb,1,0,71513
Alabama,Greene,1,0,8111
Alabama,Lamar,1,0,13805
Alabama,Lowndes,1,0,9726
Alabama,Pickens,1,0,19930
Alabama,Randolph,1,0,22722
Alabama,Russell,1,0,57961
Arkansas,Boone,1,0,37432
Arkansas,Chicot,1,0,10118
Arkansas,Columbia,1,0,23457
Arkansas,Crawford,1,0,63257
Arkansas,Cross,1,0,16419
Arkansas,Drew,1,0,18219
Arkansas,Hempstead,1,0,21532
Arkansas,Howard,1,0,13202
Arkansas,Sevier,1,0,17007
Arkansas,Woodruff,1,0,6320
California,Amador,1,0,39752
Colorado,Alamosa,1,0,16233
Colorado,Costilla,1,0,3887
Colorado,Fremont,1,0,47839
Colorado,Hinsdale,1,0,820
Colorado,Huerfano,1,0,6897
Colorado,Lincoln,1,0,5701
Colorado,Park,1,0,18845
Colorado,San Miguel,1,0,8179
Colorado,Washington,1,0,4908
Florida,Bradford,1,0,28201
Florida,Jackson,1,0,46414
Florida,Suwannee,1,0,44417
Florida,Washington,1,0,25473
Georgia,Catoosa,1,0,67580
Georgia,Charlton,1,0,13392
Georgia,Chattooga,1,0,24789
Georgia,Clinch,1,0,6618
Georgia,Dodge,1,0,20605
Georgia,Franklin,1,0,23349
Georgia,Greene,1,0,18324
Georgia,Habersham,1,0,45328
Georgia,Haralson,1,0,29792
Georgia,Harris,1,0,35236
Georgia,Liberty,1,0,61435
Georgia,Long,1,0,19559
Georgia,Macon,1,0,12947
Georgia,McDuffie,1,0,21312
Georgia,Morgan,1,0,19276
Georgia,Pierce,1,0,19465
Georgia,Pulaski,1,0,11137
Georgia,Stephens,1,0,25925
Georgia,Taylor,1,0,8020
Georgia,Toombs,1,0,26830
Georgia,White,1,0,30798
Georgia,Wilkes,1,0,9777
Idaho,Bingham,1,0,46811
Idaho,Cassia,1,0,24030
Idaho,Custer,1,0,4315
Idaho,Fremont,1,0,13099
Idaho,Idaho,1,0,16667
Idaho,Payette,1,0,23951
Idaho,Twin Falls,1,0,86878
Idaho,Valley,1,0,11392
Illinois,Adams,1,0,65435
Illinois,Bureau,1,0,32628
Illinois,Christian,1,0,32304
Illinois,Cumberland,1,0,10766
Illinois,Douglas,1,0,19465
Illinois,Franklin,1,0,38469
Illinois,Henry,1,0,48913
Illinois,Iroquois,1,0,27114
Illinois,Jackson,1,0,56750
Illinois,Jo Daviess,1,0,21235
Illinois,Marshall,1,0,11438
Illinois,Morgan,1,0,33658
Illinois,Washington,1,0,13887
Illinois,Williamson,1,0,66597
Indiana,Adams,1,0,35777
Indiana,Carroll,1,0,20257
Indiana,Clinton,1,0,32399
Indiana,DeKalb,1,0,43475
Indiana,Dubois,1,0,42736
Indiana,Fountain,1,0,16346
Indiana,Fulton,1,0,19974
Indiana,Henry,1,0,47972
Indiana,Huntington,1,0,36520
Indiana,Kosciusko,1,0,79456
Indiana,Miami,1,0,35516
Indiana,Noble,1,0,47744
Indiana,Ohio,1,0,5875
Indiana,Orange,1,0,19646
Indiana,Posey,1,0,25427
Indiana,Randolph,1,0,24665
Indiana,Starke,1,0,22995
Indiana,Sullivan,1,0,20669
Indiana,Warren,1,0,8265
Indiana,Wayne,1,0,65884
Indiana,Wells,1,0,28296
Indiana,Whitley,1,0,33964
Iowa,Adair,1,0,7152
Iowa,Appanoose,1,0,12426
Iowa,Buchanan,1,0,21175
Iowa,Butler,1,0,14439
Iowa,Carroll,1,0,20165
Iowa,Clayton,1,0,17549
Iowa,Clinton,1,0,46429
Iowa,Des Moines,1,0,38967
Iowa,Dickinson,1,0,17258
Iowa,Fayette,1,0,19650
Iowa,Hardin,1,0,16846
Iowa,Iowa,1,0,16184
Iowa,Kossuth,1,0,14813
Iowa,Marshall,1,0,39369
Iowa,Montgomery,1,0,9917
Iowa,Wapello,1,0,34969
Iowa,Warren,1,0,51466
Iowa,Wright,1,0,12562
Kansas,Clay,1,0,8002
Kansas,Coffey,1,0,8179
Kansas,Doniphan,1,0,7600
Kansas,Ford,1,0,33619
Kansas,Gove,1,0,2636
Kansas,Harvey,1,0,34429
Kansas,Jackson,1,0,13171
Kansas,Jefferson,1,0,19043
Kansas,McPherson,1,0,28542
Kansas,Neosho,1,0,16007
Kansas,Osage,1,0,15949
Kansas,Ottawa,1,0,5704
Kansas,Pottawatomie,1,0,24383
Kansas,Sumner,1,0,22836
Kansas,Woodson,1,0,3138
Kentucky,Allen,1,0,21315
Kentucky,Larue,1,0,14398
Kentucky,Laurel,1,0,60813
Kentucky,Lyon,1,0,8210
Kentucky,Martin,1,0,11195
Kentucky,Mason,1,0,17070
Kentucky,McCreary,1,0,17231
Kentucky,Mercer,1,0,21933
Kentucky,Spencer,1,0,19351
Kentucky,Union,1,0,14381
Kentucky,Wayne,1,0,20333
Kentucky,Webster,1,0,12942
Louisiana,Grant,1,0,22389
Louisiana,Jefferson Davis,1,0,31368
Louisiana,LaSalle,1,0,14892
Louisiana,Madison,1,0,10951
Louisiana,Pointe Coupee,1,0,21730
Louisiana,West Feliciana,1,0,15568
Louisiana,Winn,1,0,13904
Maine,Franklin,1,0,30199
Maryland,Caroline,1,0,33406
Maryland,Queen Anne's,1,0,50381
Maryland,Somerset,1,0,25616
Maryland,Talbot,1,0,37181
Massachusetts,Dukes,1,0,17332
Michigan,Allegan,1,0,118081
Michigan,Barry,1,0,61550
Michigan,Cass,1,0,51787
Michigan,Clare,1,0,30950
Michigan,Crawford,1,0,14029
Michigan,Dickinson,1,0,25239
Michigan,Gratiot,1,0,40711
Michigan,Huron,1,0,30981
Michigan,Iosco,1,0,25127
Michigan,Leelanau,1,0,21761
Michigan,Luce,1,0,6229
Michigan,Manistee,1,0,24558
Michigan,Marquette,1,0,66699
Michigan,Newaygo,1,0,48980
Michigan,Oceana,1,0,26467
Michigan,Ogemaw,1,0,20997
Michigan,Roscommon,1,0,24019
Michigan,Wexford,1,0,33631
Minnesota,Beltrami,1,0,47188
Minnesota,Benton,1,0,40889
Minnesota,Big Stone,1,0,4991
Minnesota,Cass,1,0,29779
Minnesota,Faribault,1,0,13653
Minnesota,Jackson,1,0,9846
Minnesota,Kandiyohi,1,0,43199
Minnesota,Lac qui Parle,1,0,6623
Minnesota,Lincoln,1,0,5639
Minnesota,Mahnomen,1,0,5527
Minnesota,Renville,1,0,14548
Minnesota,Sibley,1,0,14865
Minnesota,Wilkin,1,0,6207
Mississippi,George,1,0,24500
Mississippi,Humphreys,1,0,8064
Mississippi,Jefferson,1,0,6990
Mississippi,Jones,1,0,68098
Mississippi,Kemper,1,0,9742
Mississippi,Marion,1,0,24573
Mississippi,Neshoba,1,0,29118
Mississippi,Newton,1,0,21018
Mississippi,Noxubee,1,0,10417
Mississippi,Prentiss,1,0,25126
Mississippi,Sharkey,1,0,4321
Mississippi,Simpson,1,0,26658
Mississippi,Smith,1,0,15916
Missouri,Adair,1,0,25343
Missouri,Atchison,1,0,5143
Missouri,Barry,1,0,35789
Missouri,Bates,1,0,16172
Missouri,Benton,1,0,19443
Missouri,Bollinger,1,0,12133
Missouri,Camden,1,0,46305
Missouri,Carter,1,0,5982
Missouri,Chariton,1,0,7426
Missouri,Clinton,1,0,20387
Missouri,Cooper,1,0,17709
Missouri,Henry,1,0,21824
Missouri,McDonald,1,0,22837
Missouri,Pemiscot,1,0,15805
Missouri,Pettis,1,0,42339
Missouri,Ralls,1,0,10309
Missouri,Randolph,1,0,24748
Missouri,Scott,1,0,38280
Missouri,Shelby,1,0,5930
Missouri,Stoddard,1,0,29025
Missouri,Taney,1,0,55928
Missouri,Texas,1,0,25398
Missouri,Wright,1,0,18289
Montana,Hill,1,0,16484
Montana,Jefferson,1,0,12221
Montana,Lincoln,1,0,19980
Montana,Meagher,1,0,1862
Montana,Park,1,0,16606
Montana,Ravalli,1,0,43806
Montana,Roosevelt,1,0,11004
Nebraska,Adams,1,0,31363
Nebraska,Dawson,1,0,23595
Nebraska,Dodge,1,0,36565
Nebraska,Hamilton,1,0,9324
Nebraska,Kearney,1,0,6495
Nebraska,Madison,1,0,35099
Nebraska,Nemaha,1,0,6972
Nevada,Lyon,1,0,57510
Nevada,Nye,1,0,46523
New Mexico,Curry,1,0,48954
New Mexico,Roosevelt,1,0,18500
New Mexico,San Miguel,1,0,27277
New Mexico,Valencia,1,0,76688
New York,Chautauqua,1,0,126903
New York,Fulton,1,0,53383
North Carolina,Duplin,1,0,58741
North Carolina,Lincoln,1,0,86111
North Carolina,Pasquotank,1,0,39824
North Carolina,Person,1,0,39490
North Carolina,Sampson,1,0,63531
North Carolina,Scotland,1,0,34823
North Carolina,Surry,1,0,71783
North Dakota,Dunn,1,0,4424
North Dakota,Foster,1,0,3210
North Dakota,McHenry,1,0,5745
North Dakota,McIntosh,1,0,2497
North Dakota,Walsh,1,0,10641
Ohio,Athens,1,0,65327
Ohio,Crawford,1,0,41494
Ohio,Darke,1,0,51113
Ohio,Fayette,1,0,28525
Ohio,Highland,1,0,43161
Ohio,Jefferson,1,0,65325
Ohio,Lawrence,1,0,59463
Ohio,Sandusky,1,0,58518
Ohio,Seneca,1,0,55178
Ohio,Shelby,1,0,48590
Ohio,Wyandot,1,0,21772
Oklahoma,Bryan,1,0,47995
Oklahoma,Caddo,1,0,28762
Oklahoma,Carter,1,0,48111
Oklahoma,Cherokee,1,0,48657
Oklahoma,Choctaw,1,0,14672
Oklahoma,Craig,1,0,14142
Oklahoma,Jackson,1,0,24530
Oklahoma,Latimer,1,0,10073
